Date;Time;League;Home;Away;Odd_Under05_HT_Back;Odd_Under05_HT_Lay;Odd_Over05_HT_Back;Odd_Over05_HT_Lay;Odd_Under15_HT_Back;Odd_Under15_HT_Lay;Odd_Over15_HT_Back;Odd_Over15_HT_Lay;Odd_Under25_HT_Back;Odd_Under25_HT_Lay;Odd_Over25_HT_Back;Odd_Over25_HT_Lay;Odd_H_Back;Odd_H_Lay;Odd_A_Back;Odd_A_Lay;Odd_D_Back;Odd_D_Lay;Odd_1X_Back;Odd_1X_Lay;Odd_X2_Back;Odd_X2_Lay;Odd_12_Back;Odd_12_Lay;Odd_Under05_FT_Back;Odd_Under05_FT_Lay;Odd_Over05_FT_Back;Odd_Over05_FT_Lay;Odd_Under15_FT_Back;Odd_Under15_FT_Lay;Odd_Over15_FT_Back;Odd_Over15_FT_Lay;Odd_Under25_FT_Back;Odd_Under25_FT_Lay;Odd_Over25_FT_Back;Odd_Over25_FT_Lay;Odd_Under35_FT_Back;Odd_Under35_FT_Lay;Odd_Over35_FT_Back;Odd_Over35_FT_Lay;Odd_Under45_FT_Back;Odd_Under45_FT_Lay;Odd_Over45_FT_Back;Odd_Over45_FT_Lay;Odd_BTTS_Yes_Back;Odd_BTTS_Yes_Lay;Odd_BTTS_No_Back;Odd_BTTS_No_Lay;Odd_CS_0x0_Back;Odd_CS_0x0_Lay;Odd_CS_0x1_Back;Odd_CS_0x1_Lay;Odd_CS_0x2_Back;Odd_CS_0x2_Lay;Odd_CS_0x3_Back;Odd_CS_0x3_Lay;Odd_CS_1x0_Back;Odd_CS_1x0_Lay;Odd_CS_1x1_Back;Odd_CS_1x1_Lay;Odd_CS_1x2_Back;Odd_CS_1x2_Lay;Odd_CS_1x3_Back;Odd_CS_1x3_Lay;Odd_CS_2x0_Back;Odd_CS_2x0_Lay;Odd_CS_2x1_Back;Odd_CS_2x1_Lay;Odd_CS_2x2_Back;Odd_CS_2x2_Lay;Odd_CS_2x3_Back;Odd_CS_2x3_Lay;Odd_CS_3x0_Back;Odd_CS_3x0_Lay;Odd_CS_3x1_Back;Odd_CS_3x1_Lay;Odd_CS_3x2_Back;Odd_CS_3x2_Lay;Odd_CS_3x3_Back;Odd_CS_3x3_Lay;Odd_CS_Goleada_H_Back;Odd_CS_Goleada_H_Lay;Odd_CS_Goleada_A_Back;Odd_CS_Goleada_A_Lay;Odd_CS_Goleada_D_Back;Odd_CS_Goleada_D_Lay
2026-03-09;14:00:00;Serbian Super League;OFK Beograd;FK Radnicki 1923;2.58;4.2;1.31;1.64;1.33;1.69;2.44;3.95;1.01;1000.0;1.01;1000.0;2.36;2.7;2.92;3.4;2.98;4.3;1.41;1.53;1.58;1.74;1.3;1.51;11.0;15.5;1.07;1.09;3.5;4.3;1.31;1.4;1.87;2.08;1.93;2.16;1.33;1.43;3.35;4.1;1.12;1.17;6.8;8.8;1.73;1.91;2.1;2.38;12.0;17.0;10.5;15.0;18.0;27.0;4.0;65.0;9.0;13.0;6.8;9.6;11.5;16.5;3.95;44.0;14.0;20.0;10.0;14.5;14.5;21.0;4.0;55.0;3.95;44.0;3.85;34.0;4.0;50.0;4.2;110.0;16.0;27.0;3.9;40.0;4.3;1000.0
2026-03-09;14:00:00;Serbian Super League;Mladost Lucani;FK Novi Pazar;2.64;3.35;1.43;1.61;1.28;1.4;3.5;4.6;1.06;1.12;1.01;16.0;3.75;4.9;2.18;2.64;2.72;3.45;1.72;1.85;1.31;1.37;1.4;1.48;7.2;11.0;1.1;1.16;2.84;3.2;1.46;1.55;1.62;1.74;2.36;2.62;1.23;1.33;4.0;5.4;1.08;1.12;9.2;16.0;1.82;2.4;1.71;2.22;8.8;12.0;6.8;9.4;9.6;16.0;3.9;38.0;10.0;14.0;6.4;8.8;10.0;14.0;21.0;36.0;19.5;34.0;12.5;21.0;15.5;26.0;4.1;65.0;4.2;110.0;4.1;75.0;4.1;95.0;4.2;190.0;4.2;100.0;19.5;34.0;4.3;1000.0
2026-03-09;15:00:00;Romanian Liga I;CFR Cluj;Dinamo Bucharest;1.01;110.0;1.01;110.0;1.01;110.0;1.01;110.0;1.01;1000.0;1.01;1000.0;2.5;2.84;2.82;3.25;3.15;3.6;1.45;1.55;1.54;1.66;1.39;1.46;8.6;12.5;1.09;1.13;3.0;3.5;1.4;1.5;1.7;1.86;2.16;2.44;1.26;1.32;4.1;4.9;1.09;1.12;9.4;12.5;1.74;2.24;1.95;2.16;9.8;12.0;8.8;11.0;16.5;21.0;7.6;55.0;8.0;9.8;6.6;8.0;11.0;14.0;7.4;42.0;14.0;17.5;10.0;13.0;17.0;21.0;7.8;60.0;7.4;44.0;7.2;36.0;7.6;55.0;8.4;150.0;7.0;34.0;7.4;44.0;8.8;1000.0
2026-03-09;15:00:00;Danish 1st Division;AC Horsens;Lyngby;1.01;1000.0;1.01;1000.0;1.3;1.57;2.74;4.4;1.08;1.15;7.6;13.0;2.66;3.3;2.34;2.86;3.2;4.2;1.53;1.75;1.43;1.6;1.32;1.45;8.8;110.0;1.01;1.13;3.25;3.7;1.37;1.45;1.72;2.06;1.95;2.38;1.24;1.43;3.35;5.1;1.11;1.16;7.2;12.0;1.68;2.16;1.87;2.48;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0
2026-03-09;15:00:00;Polish Ekstraklasa;Wisla Plock;Arka Gdynia;1.01;110.0;1.01;110.0;1.01;110.0;1.01;110.0;1.01;1000.0;1.01;1000.0;1.97;2.2;4.1;4.9;3.3;3.75;1.25;1.33;1.84;2.04;1.36;1.43;8.2;13.5;1.09;1.12;3.05;3.4;1.42;1.49;1.69;1.91;2.1;2.46;1.25;1.33;4.1;5.0;1.09;1.12;8.4;14.0;1.79;2.36;1.74;2.26;3.25;13.5;3.4;16.5;3.9;40.0;4.2;130.0;6.6;9.4;2.96;9.4;3.6;22.0;4.1;80.0;3.3;14.5;3.25;13.0;3.7;26.0;4.1;95.0;3.8;32.0;3.8;30.0;4.0;60.0;4.2;170.0;14.5;25.0;4.1;110.0;4.3;1000.0
2026-03-09;15:00:00;Portuguese Segunda Liga;Benfica B;Feirense;2.8;3.65;1.38;1.55;1.34;1.48;3.05;3.95;1.08;1.15;7.6;13.0;2.04;2.36;3.7;4.8;3.0;4.2;1.29;1.38;1.74;1.96;1.31;1.5;8.8;13.5;1.08;1.13;3.15;3.75;1.37;1.47;1.74;2.06;1.94;2.36;1.28;1.4;3.5;4.6;1.1;1.16;7.4;12.5;1.72;2.24;1.81;2.38;8.8;1000.0;9.6;1000.0;3.75;1000.0;4.0;1000.0;3.0;10.5;2.92;9.4;3.45;1000.0;3.95;1000.0;9.6;1000.0;3.2;13.5;3.6;1000.0;4.0;1000.0;3.75;1000.0;3.7;1000.0;3.9;1000.0;4.1;1000.0;3.6;1000.0;4.0;1000.0;4.2;1000.0
2026-03-09;15:00:00;Swedish Cup;AIK;Hacken;2.72;4.4;1.29;1.59;1.38;1.73;2.36;3.65;1.01;1000.0;1.01;1000.0;2.74;3.45;2.36;2.86;3.1;4.6;1.56;1.7;1.4;1.58;1.33;1.48;12.0;21.0;1.05;1.09;3.6;5.4;1.27;1.34;2.02;2.26;1.79;1.99;1.41;1.6;2.66;3.85;1.16;1.24;5.2;8.2;1.55;1.94;2.06;2.82;3.5;21.0;3.3;15.0;3.55;22.0;3.85;46.0;3.35;16.0;3.0;10.5;3.3;15.0;3.75;34.0;3.6;25.0;3.35;16.0;3.45;19.5;3.85;44.0;3.9;55.0;3.8;38.0;3.9;48.0;4.0;95.0;3.7;29.0;3.6;24.0;4.2;1000.0
2026-03-09;15:00:00;Swedish Cup;Vasteras SK;Oddevold;4.3;6.8;1.17;1.3;1.76;2.3;1.78;2.3;1.23;1.4;3.5;5.3;1.34;1.48;6.8;11.0;5.1;8.0;1.1;1.15;3.05;4.1;1.14;1.25;7.8;110.0;1.01;1.1;6.8;11.0;1.11;1.14;2.98;4.4;1.29;1.44;1.94;2.38;1.73;2.08;1.41;1.59;2.68;3.85;1.53;1.91;2.1;2.88;4.2;55.0;4.2;55.0;4.3;1000.0;4.4;1000.0;3.65;970.0;3.65;970.0;4.0;40.0;4.3;1000.0;3.5;970.0;3.4;970.0;3.9;27.0;4.3;85.0;3.5;970.0;3.55;970.0;3.95;32.0;4.3;90.0;2.94;4.3;4.3;90.0;4.5;1000.0
2026-03-09;16:00:00;Dutch Eerste Divisie;Jong AZ Alkmaar;Emmen;3.9;5.5;1.23;1.35;1.74;1.88;2.14;2.36;1.19;1.3;4.4;6.2;2.12;2.36;3.0;3.5;4.0;4.6;1.4;1.5;1.74;1.9;1.27;1.34;6.2;110.0;1.01;1.19;6.2;7.8;1.15;1.19;2.74;3.4;1.41;1.58;1.72;1.97;2.04;2.4;1.31;1.38;3.7;4.4;1.43;1.65;2.54;3.4;4.4;36.0;4.2;25.0;4.4;32.0;4.7;60.0;4.0;20.0;9.2;12.5;3.9;17.0;4.4;34.0;4.1;22.0;10.0;14.0;12.0;17.0;4.4;36.0;4.4;34.0;4.2;23.0;4.3;30.0;4.7;60.0;7.4;11.0;12.5;19.5;5.0;1000.0
2026-03-09;16:30:00;Italian Serie C;Ascoli;Ravenna;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.73;2.2;4.0;7.2;2.88;5.8;1.16;1.33;1.83;2.38;1.21;1.53;1.01;1000.0;1.01;110.0;1.48;110.0;1.45;3.1;1.47;1.88;2.12;3.15;1.18;1.88;2.12;7.4;1.06;1.88;2.12;36.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0
2026-03-09;16:30:00;Spanish Segunda Division;Almeria;Leonesa;1.01;110.0;1.32;110.0;1.01;110.0;1.01;110.0;1.12;110.0;1.01;110.0;1.51;1.61;6.2;8.6;4.3;5.1;1.13;1.2;2.62;2.98;1.24;1.31;4.4;110.0;1.01;1.3;4.4;5.2;1.24;1.3;2.2;2.46;1.69;1.84;1.39;1.67;2.48;3.6;1.17;1.67;2.48;7.0;1.57;2.44;1.69;2.76;17.0;21.0;20.0;26.0;7.6;60.0;8.4;230.0;8.2;9.8;9.2;11.0;21.0;27.0;8.0;110.0;8.4;10.5;8.6;10.5;18.0;23.0;8.0;100.0;12.0;15.5;13.5;17.0;7.0;34.0;8.2;140.0;5.6;7.8;8.2;130.0;8.6;1000.0
2026-03-09;16:30:00;Italian Serie C;Catania;Casertana;2.44;3.65;1.38;1.69;1.3;1.56;2.8;4.3;1.01;1000.0;1.01;1000.0;1.48;1.66;7.0;12.0;3.5;5.3;1.09;1.14;2.5;3.1;1.26;1.4;8.8;14.5;1.07;1.13;3.1;3.5;1.4;1.48;1.71;2.0;2.0;2.42;1.26;1.38;3.65;4.9;1.09;1.14;8.2;13.5;2.08;2.84;1.54;1.92;3.4;14.5;3.8;27.0;4.2;100.0;4.4;1000.0;5.5;7.6;3.25;12.0;4.0;44.0;4.3;1000.0;3.0;9.4;3.25;12.5;4.0;40.0;4.3;220.0;3.5;16.5;3.75;24.0;4.1;75.0;4.3;1000.0;8.2;13.5;4.4;1000.0;4.4;1000.0
2026-03-09;16:30:00;Italian Serie C;Nuovo Campobasso;Arezzo;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;3.85;6.6;1.75;2.24;2.88;5.9;1.8;2.32;1.17;1.35;1.2;1.53;1.01;1000.0;1.01;970.0;1.47;970.0;1.42;3.1;1.47;1.87;2.16;3.1;1.18;1.87;2.16;7.4;1.06;1.87;2.16;36.0;2.1;2.3;1.78;1.91;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0
2026-03-09;16:30:00;Italian Serie C;Monopoli;S.S.D. Casarano Calcio;2.38;3.4;1.41;1.73;1.28;1.55;2.8;4.5;1.01;1000.0;1.01;1000.0;1.86;2.1;4.5;5.7;3.0;3.9;1.21;1.29;1.92;2.18;1.35;1.44;9.2;12.5;1.09;1.12;3.0;3.6;1.39;1.5;1.69;1.87;2.16;2.46;1.26;1.36;3.75;4.9;1.09;1.13;8.6;12.5;1.96;2.18;1.86;2.06;8.8;13.5;11.0;16.5;4.6;42.0;5.0;150.0;5.9;8.6;6.8;9.2;15.0;23.0;4.8;90.0;8.6;13.0;8.2;12.5;4.2;25.0;4.9;100.0;17.0;27.0;19.5;27.0;4.7;55.0;5.0;170.0;13.5;21.0;4.9;120.0;5.1;1000.0
2026-03-09;16:30:00;Italian Serie C;Perugia;Pontedera;1.01;1000.0;1.01;1000.0;1.3;1.57;2.74;4.4;1.01;1000.0;1.01;1000.0;1.5;1.88;5.0;17.0;3.3;7.6;1.06;1.25;2.14;3.0;1.15;1.43;1.01;110.0;1.01;970.0;1.59;100.0;1.35;2.68;1.59;2.04;1.96;2.68;1.18;2.04;1.96;7.4;1.06;970.0;1.01;26.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0
2026-03-09;16:30:00;Egyptian Premier;El Geish;Al Ahly Cairo;1.01;110.0;1.01;110.0;1.01;110.0;1.01;110.0;1.01;1000.0;1.01;1000.0;7.8;10.0;1.53;1.65;3.6;4.6;2.46;2.9;1.1;1.15;1.3;1.37;7.4;11.0;1.1;1.16;2.72;3.2;1.46;1.59;1.59;1.73;2.36;2.7;1.21;1.27;4.7;5.8;1.07;1.1;10.0;17.0;2.16;3.0;1.5;1.85;8.6;12.5;5.0;7.0;6.6;9.4;3.55;18.5;3.7;24.0;7.8;11.0;9.2;13.0;3.8;27.0;4.2;90.0;4.0;44.0;4.0;42.0;4.1;75.0;4.3;1000.0;4.3;250.0;4.3;240.0;4.3;360.0;4.3;1000.0;10.0;17.0;4.4;1000.0
2026-03-09;16:30:00;Italian Serie C;Atalanta B;Audace Cerignola;1.01;1000.0;1.01;1000.0;1.34;1.68;2.46;3.95;1.1;1.16;7.2;11.0;2.08;2.94;2.74;4.4;2.88;6.4;1.29;1.57;1.51;1.91;1.19;1.53;10.0;16.5;1.07;1.11;1.73;15.5;1.28;2.36;1.73;2.24;1.8;2.36;1.21;2.24;1.8;6.6;1.06;2.24;1.8;18.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0;1.01;1000.0
2026-03-09;16:30:00;Egyptian Premier;National Bank;Pyramids;2.66;3.05;1.49;1.61;1.34;1.41;3.45;3.95;1.07;1.12;9.2;15.5;4.1;4.3;2.04;2.2;3.15;3.55;1.83;1.95;1.3;1.33;1.39;1.45;7.6;12.5;1.1;1.13;2.88;3.2;1.46;1.53;1.62;1.87;2.16;2.62;1.23;1.29;4.4;6.2;1.08;1.11;9.4;15.5;1.85;2.44;1.69;2.18;3.2;12.5;2.9;9.0;3.3;14.5;3.8;34.0;3.35;15.5;2.92;9.2;3.25;13.5;3.8;34.0;3.85;38.0;3.6;23.0;3.7;27.0;4.0;65.0;4.1;130.0;4.1;85.0;4.1;100.0;4.2;190.0;4.1;120.0;3.7;28.0;4.2;1000.0
2026-03-09;16:30:00;English FA Cup;West Ham;Brentford;1.01;1000.0;1.32;1000.0;1.11;1000.0;1.01;11.0;1.14;1.21;5.7;8.2;3.15;3.25;2.38;2.42;3.65;3.75;1.7;1.73;1.44;1.47;1.36;1.38;16.0;18.0;1.06;1.07;4.6;4.8;1.26;1.28;2.22;2.3;1.78;1.82;1.48;1.52;2.92;3.05;1.19;1.21;5.8;6.2;1.65;1.69;2.44;2.54;16.0;17.0;11.5;12.5;15.0;16.5;28.0;34.0;13.5;15.5;7.8;8.4;10.5;11.0;21.0;24.0;21.0;23.0;12.5;14.0;14.5;16.0;29.0;38.0;40.0;55.0;28.0;32.0;34.0;40.0;44.0;80.0;22.0;26.0;14.0;15.5;16.5;500.0
